No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,
26162,2016,2,24,1,13,14,11,42,500,48,-5,1034.6,-18.8,0,0.8,LOW
26163,2016,2,24,2,16,16,8,51,500,37,-5.9,1034.3,-18,0,0.7,LOW
26164,2016,2,24,3,14,14,7,46,400,44,-6.2,1033.9,-17,0,0.9,LOW
26165,2016,2,24,4,28,28,15,72,800,11,-6.3,1033.2,-17.1,0,0.6,MEDIUM
26166,2016,2,24,5,38,38,14,50,800,24,-6.4,1033.1,-16.7,0,2.1,MEDIUM
26167,2016,2,24,6,40,40,14,50,700,30,-6.8,1032.8,-17.3,0,2,MEDIUM
26168,2016,2,24,7,39,40,24,78,1500,7,-7.9,1032.8,-16.1,0,1.1,MEDIUM
26169,2016,2,24,8,34,34,20,79,1400,8,-5.3,1032.9,-17.7,0,1.5,MEDIUM
26170,2016,2,24,9,37,37,24,80,1700,12,-2.4,1032.6,-16.9,0,1.2,MEDIUM
26171,2016,2,24,10,44,64,21,83,1700,16,0,1032.1,-16.4,0,0.9,MEDIUM
26172,2016,2,24,11,60,74,NA,92,1700,17,1.6,1031.3,-16.8,0,1.6,MEDIUM
26173,2016,2,24,12,58,60,NA,83,NA,30,3.8,1029.9,-17.8,0,1.3,MEDIUM
26174,2016,2,24,13,26,26,10,30,NA,64,4.8,1028.5,-19,0,3,MEDIUM
26175,2016,2,24,14,19,21,7,23,500,NA,5.4,1027.5,-19.2,0,3,LOW
26176,2016,2,24,15,23,23,7,22,400,NA,5.4,1027,-19.2,0,2.6,MEDIUM
26177,2016,2,24,16,21,21,6,NA,300,80,6.2,1026.9,-19.4,0,2.6,LOW
26178,2016,2,24,17,14,24,6,NA,400,63,5.7,1026.7,-19,0,3.9,LOW
26179,2016,2,24,18,23,45,6,27,400,66,5.4,1027.2,-17.8,0,3.2,MEDIUM
26180,2016,2,24,19,17,83,4,28,300,59,4.8,1028,-18.3,0,3.9,LOW
26181,2016,2,24,20,6,73,2,24,300,62,4.6,1029,-19.9,0,4.6,LOW
26182,2016,2,24,21,9,67,2,24,300,59,3.9,1030,-20.5,0,4.1,LOW
26183,2016,2,24,22,5,46,2,30,300,51,3.1,1030.5,-20.4,0,4,LOW
26184,2016,2,24,23,6,30,2,24,300,56,0.9,1030.6,-19,0,1,LOW
26185,2016,2,25,0,9,25,2,28,300,50,1.1,1030.5,-19.4,0,1.5,LOW
26186,2016,2,25,1,12,25,3,35,400,42,1,1030.6,-18.4,0,1.8,LOW
26187,2016,2,25,2,8,28,6,42,500,36,0.2,1030.8,-18.5,0,1.2,LOW
26188,2016,2,25,3,15,26,8,48,600,28,-0.7,1030.1,-17.9,0,1.2,LOW
26189,2016,2,25,4,16,16,9,54,600,21,-2.9,1029.8,-15.9,0,0.9,LOW
26190,2016,2,25,5,21,30,9,62,700,13,-2.1,1029.4,-17,0,1.9,LOW
26191,2016,2,25,6,24,40,16,74,1000,7,-2.9,1029.8,-17,0,1,MEDIUM
26192,2016,2,25,7,15,33,8,58,600,20,-4.2,1030,-15.8,0,1.5,LOW
26193,2016,2,25,8,11,31,8,66,800,14,-1.7,1030.5,-15.5,0,1.2,LOW
26194,2016,2,25,9,20,36,7,62,800,18,0.4,1030.7,-16.9,0,1.3,LOW
26195,2016,2,25,10,14,30,5,44,600,39,1.9,1030,-17.1,0,1.5,LOW
26196,2016,2,25,11,19,39,7,44,700,41,4.2,1029.2,-16.2,0,1.1,LOW
26197,2016,2,25,12,31,51,13,52,900,41,4.6,1028.2,-17.1,0,1.3,MEDIUM
26198,2016,2,25,13,40,60,17,51,800,48,5.2,1027.2,-17.3,0,2.7,MEDIUM
26199,2016,2,25,14,32,44,13,37,600,61,6.3,1025.6,-17,0,2.7,MEDIUM
26200,2016,2,25,15,30,43,11,32,600,67,7,1025.1,-17.2,0,2.7,MEDIUM
26201,2016,2,25,16,34,48,11,36,700,67,6.4,1024.9,-16.9,0,2.6,MEDIUM
26202,2016,2,25,17,39,53,12,40,700,66,6.8,1024.8,-16.6,0,3.3,MEDIUM
26203,2016,2,25,18,43,58,12,46,800,60,6,1025.4,-15.9,0,2.8,MEDIUM
26204,2016,2,25,19,32,45,8,51,700,45,5.9,1026.2,-18.1,0,3.3,MEDIUM
26205,2016,2,25,20,8,21,2,31,300,55,5.2,1026.9,-17.9,0,2.6,LOW
26206,2016,2,25,21,5,21,2,27,300,58,4.9,1027.7,-18.2,0,4.1,LOW
26207,2016,2,25,22,5,26,2,23,300,62,4.2,1027.9,-18.1,0,5.1,LOW
26208,2016,2,25,23,3,22,2,17,200,68,3.3,1028.4,-18.2,0,4.1,LOW
26209,2016,2,26,0,3,18,2,15,200,68,2.8,1028.3,-18,0,4.5,LOW
26210,2016,2,26,1,5,17,2,17,300,63,2.1,1028.3,-18,0,2.7,LOW
26211,2016,2,26,2,6,12,3,17,300,60,1.9,1027.9,-19.4,0,3.3,LOW
26212,2016,2,26,3,4,9,2,15,200,61,1.6,1027.1,-20.2,0,3.8,LOW
26213,2016,2,26,4,6,9,2,17,300,59,1.1,1026.5,-20.6,0,1.6,LOW
26214,2016,2,26,5,9,9,2,15,200,60,-0.7,1026,-20.4,0,0.8,LOW
26215,2016,2,26,6,3,6,2,21,300,55,-3.6,1025.3,-18.3,0,1.1,LOW
26216,2016,2,26,7,7,9,2,49,400,29,-4.1,1024.7,-16.3,0,1.8,LOW
26217,2016,2,26,8,15,36,11,73,1000,9,0.8,1024.6,-17.5,0,1,LOW
26218,2016,2,26,9,24,63,19,68,1200,17,2.7,1024.3,-17.5,0,1,MEDIUM
26219,2016,2,26,10,44,56,22,53,1100,36,1.7,1023.2,-17.8,0,3,MEDIUM
26220,2016,2,26,11,37,51,15,43,900,48,3.4,1022.3,-17.5,0,4,MEDIUM
26221,2016,2,26,12,40,55,13,31,800,65,4.6,1020.4,-17.1,0,4,MEDIUM
26222,2016,2,26,13,38,62,14,27,700,76,6.4,1018.9,-16.3,0,3.9,MEDIUM
26223,2016,2,26,14,42,75,22,30,700,77,6.2,1017.3,-16.4,0,3.2,MEDIUM
26224,2016,2,26,15,42,72,18,28,600,79,7.3,1016.6,-16.2,0,3.9,MEDIUM
26225,2016,2,26,16,42,76,15,32,600,79,7.6,1016.1,-15.3,0,2.4,MEDIUM
26226,2016,2,26,17,47,70,15,35,700,79,7.5,1015.7,-14.7,0,2.7,MEDIUM
26227,2016,2,26,18,52,80,18,50,800,64,6.6,1015.8,-14.8,0,2,MEDIUM
26228,2016,2,26,19,55,87,20,59,800,53,3.9,1016.6,-13,0,0.6,MEDIUM
26229,2016,2,26,20,64,91,20,67,900,42,4.7,1017.7,-12.7,0,1.5,MEDIUM
26230,2016,2,26,21,92,137,39,111,2200,10,5.3,1018.8,-13.2,0,1.6,MEDIUM
26231,2016,2,26,22,80,117,22,80,1200,23,4.8,1019.2,-11.3,0,0.7,MEDIUM
26232,2016,2,26,23,26,47,13,54,700,35,5.2,1019.5,-6.7,0,2.1,MEDIUM
26233,2016,2,27,0,23,36,13,45,600,40,4.7,1019.7,-7.5,0,1.6,MEDIUM
26234,2016,2,27,1,14,14,11,32,500,51,4.2,1019.9,-9.9,0,1.6,LOW
26235,2016,2,27,2,9,10,9,28,400,55,2.6,1020,-10.3,0,1.1,LOW
26236,2016,2,27,3,8,9,9,37,500,45,1.6,1020.3,-10.3,0,1,LOW
26237,2016,2,27,4,16,19,9,41,600,40,1.3,1020.3,-11.2,0,1.2,LOW
26238,2016,2,27,5,15,20,7,35,500,44,0.1,1020.5,-11.9,0,1.7,LOW
26239,2016,2,27,6,13,13,6,42,600,38,0.1,1020.8,-12.6,0,1.5,LOW
26240,2016,2,27,7,11,11,6,41,500,40,-2,1020.9,-11.6,0,1.2,LOW
26241,2016,2,27,8,15,30,15,62,900,23,0.5,1021.6,-12.2,0,1.5,LOW
26242,2016,2,27,9,17,28,14,50,700,37,2.4,1022,-12.3,0,2.1,LOW
26243,2016,2,27,10,18,27,10,44,600,50,4.6,1021.9,-12.4,0,1.9,LOW
26244,2016,2,27,11,17,28,7,33,500,62,5.4,1021.5,-12.6,0,2.3,LOW
26245,2016,2,27,12,13,17,5,21,400,72,6.5,1021,-11.2,0,2.1,LOW
26246,2016,2,27,13,9,14,4,18,300,78,8.1,1020.3,-11.3,0,1.3,LOW
26247,2016,2,27,14,12,12,4,20,300,80,7.7,1019.4,-11.1,0,1.6,LOW
26248,2016,2,27,15,17,17,5,30,400,74,7.7,1019.1,-11.1,0,1.9,LOW
26249,2016,2,27,16,20,23,6,35,500,70,7.8,1018.7,-11.6,0,1.3,LOW
26250,2016,2,27,17,23,27,7,32,500,74,7.2,1018.7,-11.6,0,2,MEDIUM
26251,2016,2,27,18,22,28,7,33,500,70,6.5,1018.8,-11.7,0,1.2,MEDIUM
26252,2016,2,27,19,31,41,11,44,600,60,6.3,1019.5,-11.8,0,2.5,MEDIUM
26253,2016,2,27,20,41,69,19,54,1000,45,5.2,1020.6,-9.8,0,2.2,MEDIUM
26254,2016,2,27,21,50,71,24,60,1000,32,4.2,1021.3,-9.2,0,2.1,MEDIUM
26255,2016,2,27,22,41,52,20,64,900,31,4.3,1022.1,-10.6,0,1.6,MEDIUM
26256,2016,2,27,23,30,40,14,43,800,47,1.6,1023,-6.7,0,3.6,MEDIUM
26257,2016,2,28,0,53,88,23,79,1500,6,0.8,1022.9,-7.2,0,2.8,MEDIUM
26258,2016,2,28,1,49,65,19,70,1100,9,0.9,1023.7,-7.1,0,1.4,MEDIUM
26259,2016,2,28,2,44,51,17,65,1000,12,0.4,1023.6,-6,0,2,MEDIUM
26260,2016,2,28,3,48,49,17,66,1000,9,-1.1,1023.3,-7.1,0,1.6,MEDIUM
26261,2016,2,28,4,58,61,11,61,1100,9,-1.7,1023.2,-8,0,1.3,MEDIUM
26262,2016,2,28,5,61,70,11,70,1500,5,-3.1,1023.2,-8.6,0,0.5,MEDIUM
26263,2016,2,28,6,56,59,13,58,1400,17,-3.8,1023.4,-8.3,0,0.4,MEDIUM
26264,2016,2,28,7,52,52,12,68,1400,9,-4.6,1023.8,-8.7,0,0.5,MEDIUM
26265,2016,2,28,8,59,60,16,69,1700,9,-1,1024.4,-7,0,0.9,MEDIUM
26266,2016,2,28,9,63,72,22,70,1700,13,1.3,1025.3,-7,0,1.3,MEDIUM
26267,2016,2,28,10,48,48,22,55,1300,32,3.1,1025.2,-10.2,0,2.1,MEDIUM
26268,2016,2,28,11,33,33,16,29,700,58,4.3,1025,-14,0,3,MEDIUM
26269,2016,2,28,12,19,19,6,17,400,72,4.9,1024.9,-15.1,0,4,LOW
26270,2016,2,28,13,8,17,4,15,300,76,4.9,1024.6,-15.1,0,3.9,LOW
26271,2016,2,28,14,8,27,3,14,200,79,4.9,1024.6,-17.5,0,4.8,LOW
26272,2016,2,28,15,13,44,2,11,200,83,5,1025.2,-20.4,0,4.7,LOW
26273,2016,2,28,16,6,42,2,11,200,83,4.2,1026.4,-23.8,0,5.2,LOW
26274,2016,2,28,17,10,44,2,11,200,84,2.8,1027.5,-23.9,0,5.7,LOW
26275,2016,2,28,18,10,60,2,14,200,79,1.5,1028.8,-24,0,4.1,LOW
26276,2016,2,28,19,8,40,2,16,300,76,0.4,1030.2,-22.6,0,5.8,LOW
26277,2016,2,28,20,5,37,3,14,200,77,-0.4,1031.1,-21.3,0,5,LOW
26278,2016,2,28,21,9,20,3,15,200,74,-1,1031.3,-21.2,0,4.7,LOW
26279,2016,2,28,22,8,12,2,14,200,74,-1.4,1031.6,-20.4,0,3.5,LOW
26280,2016,2,28,23,6,7,2,15,200,73,-1.8,1031.2,-19.8,0,3,LOW
26281,2016,2,29,0,8,8,2,17,200,70,-2.3,1030.7,-19.7,0,2,LOW
26282,2016,2,29,1,8,8,3,18,200,66,-3.3,1030.9,-19.7,0,1.4,LOW
26283,2016,2,29,2,15,15,6,39,400,46,-4.8,1030.9,-18.3,0,0.9,LOW
26284,2016,2,29,3,16,16,7,45,600,40,-5.3,1030.7,-18.4,0,0.9,LOW
26285,2016,2,29,4,14,18,7,52,400,33,-6.3,1030.8,-16.6,0,1.2,LOW
26286,2016,2,29,5,19,24,8,70,700,18,-7,1031.3,-17.2,0,1.1,LOW
26287,2016,2,29,6,20,21,7,57,600,28,-6.9,1031.7,-17.7,0,0.5,LOW
26288,2016,2,29,7,20,20,5,50,400,35,-7,1032.2,-18.4,0,0.7,LOW
26289,2016,2,29,8,14,14,5,37,300,50,-4,1032.9,-19.5,0,0.9,LOW
26290,2016,2,29,9,18,18,5,37,300,53,-2.1,1033.1,-19.1,0,1.1,LOW
26291,2016,2,29,10,16,20,8,39,500,54,-1.1,1032.7,-18.7,0,1.5,LOW
26292,2016,2,29,11,16,24,7,33,400,60,0.3,1032.2,-18,0,1.1,LOW
26293,2016,2,29,12,21,24,7,45,600,53,1.6,1031.1,-17.9,0,1.7,LOW
26294,2016,2,29,13,30,31,11,53,700,49,2.9,1029.3,-17.3,0,1.7,MEDIUM
26295,2016,2,29,14,41,41,14,52,700,56,3.4,1028.2,-16.9,0,2.4,MEDIUM
26296,2016,2,29,15,40,40,11,37,500,70,3.1,1027.4,-17.2,0,2.8,MEDIUM
26297,2016,2,29,16,40,43,14,41,600,64,2.7,1026.6,-17,0,1.5,MEDIUM
26298,2016,2,29,17,53,53,21,44,700,64,2.6,1025.8,-17,0,2,MEDIUM
26299,2016,2,29,18,56,64,25,43,800,65,2.2,1025.5,-16.3,0,2.6,MEDIUM
26300,2016,2,29,19,50,65,20,54,800,50,2,1025.8,-16,0,3.1,MEDIUM
26301,2016,2,29,20,54,62,19,60,800,40,1.5,1025.5,-16,0,2.1,MEDIUM
26302,2016,2,29,21,56,71,21,77,900,22,1.6,1025.3,-15.4,0,1.4,MEDIUM
26303,2016,2,29,22,62,62,18,70,900,28,1.2,1025.2,-15.3,0,1.3,MEDIUM
26304,2016,2,29,23,50,54,17,65,900,33,0.7,1024.9,-15.3,0,1.1,MEDIUM
26305,2016,3,1,0,55,57,22,57,900,38,0.4,1023.9,-14.8,0,1.4,MEDIUM
26306,2016,3,1,1,77,77,28,68,1100,24,0.6,1023.8,-13.1,0,1.3,MEDIUM
26307,2016,3,1,2,86,86,28,77,1200,12,0.2,1023.1,-12.5,0,1.3,MEDIUM
26308,2016,3,1,3,93,93,29,83,1300,7,-1,1022.7,-11.5,0,1.1,MEDIUM
26309,2016,3,1,4,95,96,28,84,1700,8,-1.5,1022.4,-11.4,0,1,MEDIUM
26310,2016,3,1,5,104,116,31,91,2600,10,-2.7,1022.4,-11,0,1.2,MEDIUM
26311,2016,3,1,6,120,133,28,85,2600,9,-3.8,1022.5,-10.7,0,0.4,HIGH
26312,2016,3,1,7,110,113,25,82,2700,8,-4.1,1022.6,-10.1,0,1,MEDIUM
26313,2016,3,1,8,97,104,34,82,3000,9,-1.7,1022.6,-9.6,0,1.1,MEDIUM
26314,2016,3,1,9,107,117,42,90,3000,10,0.1,1022.6,-9.4,0,2,MEDIUM
26315,2016,3,1,10,102,102,44,82,2100,21,2,1022,-10.5,0,2,MEDIUM
26316,2016,3,1,11,100,101,41,80,1900,33,3.7,1021.4,-10.7,0,1,MEDIUM
26317,2016,3,1,12,112,112,38,92,1800,40,5.5,1020.5,-11.2,0,1.1,MEDIUM
26318,2016,3,1,13,115,115,35,102,2000,39,7.7,1018.9,-10.6,0,1.8,HIGH
26319,2016,3,1,14,114,114,35,96,1900,48,9,1017.5,-10.5,0,2.5,HIGH
26320,2016,3,1,15,108,108,32,91,1500,55,10,1016.5,-10.8,0,2.8,MEDIUM
26321,2016,3,1,16,99,99,29,73,1200,73,10.4,1016.1,-11,0,2.8,MEDIUM
26322,2016,3,1,17,109,109,28,78,1200,69,10.1,1015.6,-10.7,0,2.4,MEDIUM
26323,2016,3,1,18,115,115,29,86,1200,61,9,1015.7,-10.5,0,2.9,HIGH
26324,2016,3,1,19,136,136,32,83,1300,65,7.4,1015.9,-10,0,0.6,HIGH
26325,2016,3,1,20,152,152,40,105,1500,44,6.8,1016.1,-9.6,0,1.3,HIGH
26326,2016,3,1,21,173,173,41,119,1700,33,4.4,1016.1,-8.7,0,0.7,HIGH
26327,2016,3,1,22,189,189,45,123,1900,28,5.2,1015.9,-9,0,1.3,HIGH
26328,2016,3,1,23,203,203,47,140,2000,14,2.6,1015.4,-8.2,0,0.5,HIGH
26329,2016,3,2,0,199,199,40,136,2100,11,0.8,1015,-8,0,0.7,HIGH
26330,2016,3,2,1,209,209,39,139,3200,10,0.6,1014.8,-7.4,0,0.5,HIGH
26331,2016,3,2,2,227,227,47,149,4100,12,-0.5,1014.2,-6.5,0,0.6,HIGH
26332,2016,3,2,3,227,227,45,148,4200,12,-1.1,1013.5,-6.9,0,1.2,HIGH
26333,2016,3,2,4,214,214,41,143,4500,13,-1.1,1013.2,-7.5,0,1,HIGH
26334,2016,3,2,5,248,248,47,149,5400,15,-1.7,1013.2,-7.6,0,0.8,HIGH
26335,2016,3,2,6,237,237,39,132,4500,13,-1.9,1013.4,-7.4,0,0.5,HIGH
26336,2016,3,2,7,212,212,31,120,3800,10,-2.1,1013.6,-7.2,0,1,HIGH
26337,2016,3,2,8,201,201,32,116,3700,10,0.5,1013.7,-6.2,0,0.7,HIGH
26338,2016,3,2,9,204,204,46,133,4600,11,4.7,1013.9,-8.1,0,1.5,HIGH
26339,2016,3,2,10,213,225,NA,156,4800,11,7.3,1014.1,-7.9,0,1.1,HIGH
26340,2016,3,2,11,200,200,NA,99,NA,NA,10.4,1013.5,-7.8,0,1.2,HIGH
26341,2016,3,2,12,196,196,41,NA,1800,51,13,1012.9,-7.1,0,1.3,HIGH
26342,2016,3,2,13,173,173,NA,NA,1300,62,16.2,1011.6,-7.5,0,1.1,HIGH
26343,2016,3,2,14,129,129,NA,NA,NA,61,18.3,1010.6,-8.8,0,1.7,HIGH
26344,2016,3,2,15,94,94,14,NA,NA,NA,18.8,1010,-8.4,0,2,MEDIUM
26345,2016,3,2,16,117,117,17,NA,900,NA,18.6,1009.6,-7.8,0,2.6,HIGH
26346,2016,3,2,17,119,119,16,NA,900,93,17.9,1009.6,-6.8,0,1.9,HIGH
26347,2016,3,2,18,102,102,12,NA,700,90,16.1,1009.7,-6.9,0,1.2,MEDIUM
26348,2016,3,2,19,100,100,15,124,900,41,14.7,1009.9,-5.7,0,1.1,MEDIUM
26349,2016,3,2,20,123,123,26,139,1100,21,12.5,1009.9,-5.5,0,0.9,HIGH
26350,2016,3,2,21,145,145,35,116,1300,31,11.6,1010.2,-4.6,0,1,HIGH
26351,2016,3,2,22,164,164,35,137,1600,12,7.9,1010.4,-4.2,0,0.7,HIGH
26352,2016,3,2,23,162,162,35,137,2000,9,6.5,1009.9,-4.3,0,1.3,HIGH
26353,2016,3,3,0,144,144,33,113,1400,9,10.5,1009.1,-4.7,0,2,HIGH
26354,2016,3,3,1,126,131,38,102,1100,11,10.6,1008.7,-4.6,0,1.3,HIGH
26355,2016,3,3,2,136,139,40,106,1200,7,5.2,1008.3,-3.1,0,1.3,HIGH
26356,2016,3,3,3,193,194,40,136,3400,10,4.4,1007.6,-3.2,0,0.2,HIGH
26357,2016,3,3,4,237,237,46,148,4000,14,4,1007.6,-3.1,0,1.5,HIGH
26358,2016,3,3,5,262,262,51,145,4600,15,3.4,1007.8,-3.4,0,1.3,HIGH
26359,2016,3,3,6,256,256,50,132,5000,14,2.3,1008.1,-3.2,0,0.7,HIGH
26360,2016,3,3,7,243,243,38,120,4400,11,3,1008.5,-1.7,0,1.3,HIGH
26361,2016,3,3,8,243,243,40,118,4100,10,3.7,1009.2,-1.5,0,1.2,HIGH
26362,2016,3,3,9,262,262,42,118,4000,10,4.7,1009.3,-0.5,0,1.4,HIGH
26363,2016,3,3,10,292,292,63,113,4700,14,7.3,1009.3,-0.2,0,1.2,HIGH
26364,2016,3,3,11,316,316,79,113,4600,23,9.5,1008.7,0.1,0,1.4,HIGH
26365,2016,3,3,12,322,322,79,126,4100,30,10.6,1008.1,0.6,0,1.5,HIGH
26366,2016,3,3,13,336,336,78,131,3800,40,11.9,1007.4,0.6,0,1.7,HIGH
26367,2016,3,3,14,344,344,77,128,3700,50,12.8,1006.8,0.8,0,0.9,HIGH
26368,2016,3,3,15,342,342,69,120,3400,59,13.6,1006.8,0.6,0,1.4,HIGH
26369,2016,3,3,16,318,318,58,99,3000,83,13.9,1007,0.8,0,1.4,HIGH
26370,2016,3,3,17,315,315,54,106,2900,81,13.3,1007.3,0.6,0,1.3,HIGH
26371,2016,3,3,18,327,327,45,116,3100,67,11.1,1008.2,0.8,0,0.9,HIGH
26372,2016,3,3,19,342,342,40,140,3400,40,8.6,1009,1,0,1,HIGH
26373,2016,3,3,20,356,356,41,173,3900,11,6.7,1009.8,1,0,0.6,HIGH
26374,2016,3,3,21,369,369,44,168,4000,11,5.5,1010.2,1,0,1.1,HIGH
26375,2016,3,3,22,397,397,45,173,4600,10,5,1010.7,0.7,0,0.1,HIGH
26376,2016,3,3,23,404,404,43,166,5000,10,5,1011.1,1.1,0,1.3,HIGH
26377,2016,3,4,0,409,409,50,173,5200,11,4.5,1011.5,0.6,0,1.1,HIGH
26378,2016,3,4,1,403,403,77,167,5000,10,4.2,1012,0.7,0,0.9,HIGH
26379,2016,3,4,2,371,371,85,149,4700,9,6.7,1012.4,1.2,0,2,HIGH
26380,2016,3,4,3,319,319,82,130,4400,8,4.7,1012.4,0.5,0,0.3,HIGH
26381,2016,3,4,4,311,311,72,130,4400,8,3.3,1012.3,0.3,0,1.1,HIGH
26382,2016,3,4,5,303,303,71,119,4700,7,2,1012.8,-0.3,0,0.5,HIGH
26383,2016,3,4,6,292,292,64,114,4900,7,2.2,1013.1,-0.1,0,1.2,HIGH
26384,2016,3,4,7,285,285,66,113,5300,8,3,1013.7,-0.1,0,0.6,HIGH
26385,2016,3,4,8,283,283,73,110,5200,8,4.7,1014.2,0.3,0,1.4,HIGH
26386,2016,3,4,9,292,292,74,114,5500,9,5.3,1014,0.3,0,1.4,HIGH
26387,2016,3,4,10,305,305,79,117,5400,11,6.7,1014.4,0.4,0,1.1,HIGH
26388,2016,3,4,11,328,328,72,127,5500,11,6.8,1014.1,0.5,0,1.6,HIGH
26389,2016,3,4,12,335,335,72,128,5400,11,7.3,1013.9,0.7,0,0.6,HIGH
26390,2016,3,4,13,347,347,73,133,5500,12,7.5,1013.1,0.7,0,1.3,HIGH
26391,2016,3,4,14,339,339,73,130,4800,17,7.9,1012.5,-0.1,0,2.1,HIGH
26392,2016,3,4,15,306,306,70,121,4100,22,7.6,1013,-0.4,0,0.7,HIGH
26393,2016,3,4,16,308,308,66,129,4200,16,7.5,1012.8,-0.2,0,1.3,HIGH
26394,2016,3,4,17,305,305,66,133,4100,16,7.9,1013.6,-0.6,0,0.8,HIGH
26395,2016,3,4,18,305,305,59,140,4100,13,6.8,1013.9,-0.2,0,1.4,HIGH
26396,2016,3,4,19,321,321,53,152,4900,10,7.3,1014.6,0,0,1.5,HIGH
26397,2016,3,4,20,389,389,61,170,6400,12,6.6,1015,0.9,0,1.1,HIGH
26398,2016,3,4,21,397,397,57,156,5800,11,6.1,1015.6,0.2,0,1.6,HIGH
26399,2016,3,4,22,326,326,54,127,4100,12,9.6,1015.4,-0.3,0,2.8,HIGH
26400,2016,3,4,23,132,270,29,46,1000,45,9.7,1015.3,0.3,0,2.1,HIGH
26401,2016,3,5,0,89,164,22,44,800,46,10,1015.2,-2.3,0,2.4,MEDIUM
26402,2016,3,5,1,131,597,7,22,500,55,10,1015.2,-8.2,0,3.7,HIGH
26403,2016,3,5,2,109,522,2,18,300,61,9.3,1015.9,-11.4,0,3.3,MEDIUM
26404,2016,3,5,3,72,423,2,14,300,67,8.8,1015.8,-15,0,3.6,MEDIUM
26405,2016,3,5,4,67,395,2,12,200,68,8.3,1015.8,-15.4,0,3.1,MEDIUM
26406,2016,3,5,5,58,374,2,13,200,69,7.8,1015.8,-15.1,0,4,MEDIUM
26407,2016,3,5,6,56,358,2,14,200,69,7.2,1016.1,-15.6,0,4.5,MEDIUM
26408,2016,3,5,7,56,332,2,21,300,63,6.8,1016.6,-15.3,0,3.1,MEDIUM
26409,2016,3,5,8,51,295,2,25,300,60,7.2,1017.2,-15.6,0,3.5,MEDIUM
26410,2016,3,5,9,46,276,2,21,300,65,8.1,1017.3,-14.9,0,3.6,MEDIUM
26411,2016,3,5,10,50,247,2,18,300,71,9.1,1017.3,-15.5,0,3.8,MEDIUM
26412,2016,3,5,11,43,268,2,16,200,75,10,1017,-14.7,0,4.6,MEDIUM
26413,2016,3,5,12,44,276,2,15,200,79,10.3,1016.2,-15.3,0,5.4,MEDIUM
26414,2016,3,5,13,45,230,2,15,200,80,10.7,1015.2,-16.7,0,5.2,MEDIUM
26415,2016,3,5,14,48,185,2,16,200,83,11.7,1014.4,-16.8,0,5.6,MEDIUM
26416,2016,3,5,15,48,176,2,16,200,85,11.7,1014.1,-17.9,0,4.8,MEDIUM
26417,2016,3,5,16,49,192,2,16,200,86,11.6,1013.7,-18,0,4.9,MEDIUM
26418,2016,3,5,17,50,204,2,17,200,84,11.1,1013.9,-16.4,0,3.9,MEDIUM
26419,2016,3,5,18,48,197,2,22,300,77,10.5,1014.3,-16.8,0,2.9,MEDIUM
26420,2016,3,5,19,48,183,2,31,300,66,9.4,1015.2,-15.2,0,1.6,MEDIUM
26421,2016,3,5,20,47,182,3,40,400,53,9.2,1015.7,-15.4,0,1.3,MEDIUM
26422,2016,3,5,21,48,190,4,43,400,48,7.6,1016,-14,0,0.8,MEDIUM
26423,2016,3,5,22,44,154,6,52,500,39,4.6,1016.3,-12.4,0,0.9,MEDIUM
26424,2016,3,5,23,64,171,18,88,1200,10,3,1016.2,-11.7,0,0.3,MEDIUM
26425,2016,3,6,0,62,149,13,91,1400,7,2,1016.4,-10.5,0,0.2,MEDIUM
26426,2016,3,6,1,52,130,10,87,1400,7,0.9,1016.4,-9.7,0,0.7,MEDIUM
26427,2016,3,6,2,50,126,14,86,1700,6,0.9,1016.4,-10,0,0.2,MEDIUM
26428,2016,3,6,3,48,115,18,86,1400,6,-0.1,1016,-8.1,0,0.1,MEDIUM
26429,2016,3,6,4,56,131,21,89,2000,7,1.2,1015.4,-9.4,0,1.4,MEDIUM
26430,2016,3,6,5,67,127,19,84,2000,8,0.7,1015.4,-10.8,0,0.7,MEDIUM
26431,2016,3,6,6,60,103,14,79,1700,7,0.3,1015,-10.5,0,1.4,MEDIUM
26432,2016,3,6,7,38,68,9,75,1200,5,0.5,1014.8,-11,0,1.2,MEDIUM
26433,2016,3,6,8,24,55,8,68,900,8,2.1,1014.8,-10.8,0,1.7,MEDIUM
26434,2016,3,6,9,25,52,7,62,800,15,3.8,1014.7,-11,0,1.8,MEDIUM
26435,2016,3,6,10,27,65,9,54,800,26,5.5,1014.5,-11.2,0,1.7,MEDIUM
26436,2016,3,6,11,41,109,29,59,1400,30,6.8,1013.9,-10.5,0,1.8,MEDIUM
26437,2016,3,6,12,65,171,40,71,1700,30,7.8,1013.1,-10.1,0,1.8,MEDIUM
26438,2016,3,6,13,87,218,48,74,2000,35,8.3,1012,-9.2,0,1.4,MEDIUM
26439,2016,3,6,14,103,244,48,77,1800,39,9.9,1010.6,-8.7,0,1.3,MEDIUM
26440,2016,3,6,15,116,276,53,82,1900,41,10.4,1010,-8.8,0,2,HIGH
26441,2016,3,6,16,128,306,59,89,2000,40,10.6,1009.6,-9.2,0,1.8,HIGH
26442,2016,3,6,17,125,312,57,91,1800,41,10.1,1010,-8.6,0,1.1,HIGH
26443,2016,3,6,18,131,317,57,102,1700,31,9.3,1010.6,-7,0,1.8,HIGH
