No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
28041,2016,5,12,8,9,44,14,8,200,83,17.3,997.8,7.1,0,3.1
28042,2016,5,12,9,21,43,14,8,300,75,16.8,1000.1,4.5,0,5.7
28043,2016,5,12,10,16,16,13,3,200,85,16.1,1002.7,4.2,0,3.4
28044,2016,5,12,11,23,38,13,3,200,90,16,1004.7,1.3,0,6.2
28045,2016,5,12,12,20,25,13,3,200,92,16.8,1005.3,0,0,5
28046,2016,5,12,13,20,20,13,2,200,92,17.9,1005,0.1,0,2.7
28047,2016,5,12,14,24,24,13,3,200,94,19.6,1005.1,-1.5,0,4.4
28048,2016,5,12,15,14,15,13,3,200,95,20.6,1005.1,-2.5,0,5.4
28049,2016,5,12,16,4,10,13,3,200,99,21.1,1005.1,-2.8,0,4.3
28050,2016,5,12,17,7,24,12,2,200,102,21.2,1005.6,-4.9,0,4.2
28051,2016,5,12,18,29,60,13,3,100,101,20.8,1006.1,-6,0,3
28052,2016,5,12,19,61,71,13,2,200,96,19.4,1006.9,-4.2,0,1.5
28053,2016,5,12,20,20,77,13,3,200,75,16.2,1007.8,-1.4,0,1.2
28054,2016,5,12,21,22,52,13,4,200,65,14,1008.9,0.2,0,1
28055,2016,5,12,22,10,47,13,15,200,52,12.9,1009.5,0.9,0,1.1
28056,2016,5,12,23,14,53,13,12,200,49,11.3,1010,0.4,0,1.1
28057,2016,5,13,0,11,42,13,14,200,42,10.7,1010.5,-0.5,0,1.3
28058,2016,5,13,1,7,20,13,9,200,44,10.5,1010.7,-0.6,0,2.3
28059,2016,5,13,2,3,26,2,7,200,45,9.3,1010.8,-0.3,0,1.1
28060,2016,5,13,3,3,12,2,6,200,51,9.2,1010.9,-0.2,0,0.9
28061,2016,5,13,4,10,17,2,6,200,41,8.1,1011.8,1.5,0,0.7
28062,2016,5,13,5,9,18,2,10,200,39,7,1012.2,1.1,0,0.9
28063,2016,5,13,6,6,28,2,14,200,31,8.3,1012.9,1.2,0,2
28064,2016,5,13,7,7,40,2,15,200,36,11.6,1013.6,1.5,0,1.5
28065,2016,5,13,8,16,28,2,15,200,47,14.1,1013.9,1.7,0,0.8
28066,2016,5,13,9,19,25,2,23,300,42,16.7,1013.8,1.1,0,1.1
28067,2016,5,13,10,20,20,2,29,300,45,19,1013.3,2.3,0,2.3
28068,2016,5,13,11,22,28,2,20,300,78,20.3,1012.7,2.6,0,2.7
28069,2016,5,13,12,31,51,2,32,400,88,22.5,1011.4,3.6,0,2.5
28070,2016,5,13,13,28,38,2,27,300,111,24,1010.3,0.3,0,4.9
28071,2016,5,13,14,27,42,3,11,300,133,24.3,1009.4,1.2,0,5.3
28072,2016,5,13,15,37,73,6,15,300,145,24.2,1008.8,0.5,0,5.8
28073,2016,5,13,16,37,65,7,12,300,147,24,1008.3,1,0,5.4
28074,2016,5,13,17,44,91,11,22,500,145,22.9,1008,2.4,0,4.3
28075,2016,5,13,18,48,92,13,20,700,149,22.1,1008.4,2.2,0,4.8
28076,2016,5,13,19,36,75,7,20,400,133,21.2,1008.9,2,0,3.7
28077,2016,5,13,20,25,67,5,22,300,113,20.8,1009.3,2.6,0,2.4
28078,2016,5,13,21,27,62,5,24,300,103,20.4,1009.7,2.7,0,1.9
28079,2016,5,13,22,26,47,5,25,300,89,20.2,1009.8,3,0,3.2
28080,2016,5,13,23,28,54,3,30,400,73,19.6,1009.7,3.3,0,1.8
28081,2016,5,14,0,28,63,3,33,400,55,18.7,1009.2,3.7,0,1
28082,2016,5,14,1,31,64,2,37,400,41,18.7,1008.1,4.1,0,2.4
28083,2016,5,14,2,33,67,2,34,400,39,17.6,1008.5,6.1,0,2.9
28084,2016,5,14,3,37,85,2,72,500,5,15.6,1009.1,8.3,0.2,2.3
28085,2016,5,14,4,34,34,2,47,500,16,13.7,1009.4,8.5,0.9,2
28086,2016,5,14,5,32,32,2,34,400,45,12.9,1008.3,9.7,0.3,2.5
28087,2016,5,14,6,19,19,2,20,300,69,12.9,1008.2,9.7,0,1.7
28088,2016,5,14,7,25,27,2,29,400,54,12.6,1008.8,9.8,0.7,1.1
28089,2016,5,14,8,27,27,2,27,400,65,12.5,1008.7,10.6,1.2,1.4
28090,2016,5,14,9,26,26,2,27,400,83,12.3,1009,10.7,1.2,1.7
28091,2016,5,14,10,29,29,2,29,400,87,12.9,1008.9,11.3,1.2,1.2
28092,2016,5,14,11,28,28,2,26,400,90,12.9,1008.3,11.1,0.7,1.1
28093,2016,5,14,12,32,32,2,25,400,96,12.9,1007.9,10.6,0.8,1.9
28094,2016,5,14,13,35,35,2,24,400,97,13.3,1007.8,10.8,0.8,1.4
28095,2016,5,14,14,31,31,2,22,400,99,13.2,1007.4,10.7,0.2,2.1
28096,2016,5,14,15,29,29,2,24,400,92,13.4,1006.6,10.9,0,1.8
28097,2016,5,14,16,29,29,2,23,400,96,13.5,1006.2,11.2,0,1.3
28098,2016,5,14,17,33,33,2,26,500,84,13.6,1005.7,11.5,0,1.3
28099,2016,5,14,18,37,37,2,29,500,76,13.7,1005.4,10.9,0,1.1
28100,2016,5,14,19,32,32,2,29,600,67,13.8,1005.7,11.3,0,1
28101,2016,5,14,20,35,35,2,28,600,63,13.7,1005.8,11.2,0,1
28102,2016,5,14,21,42,42,2,27,600,50,13.6,1006.3,11.3,0,1.3
28103,2016,5,14,22,45,45,2,23,600,36,13.6,1006.5,11.5,0,0.9
28104,2016,5,14,23,41,41,2,20,500,25,13.3,1006.3,11.4,0,0.1
28105,2016,5,15,0,44,44,2,19,500,18,12.9,1005.8,11.6,0,1.1
28106,2016,5,15,1,44,44,2,16,500,25,12.4,1005.8,11.5,0,0.9
28107,2016,5,15,2,39,39,2,15,500,21,12.1,1005.4,11.2,0,0.7
28108,2016,5,15,3,39,39,2,14,400,14,12.2,1005.9,11.1,0,1.2
28109,2016,5,15,4,29,29,2,15,400,NA,11.3,1005.6,10.5,0,1.6
28110,2016,5,15,5,16,16,2,6,300,17,11,1005.6,9.3,0,0.9
28111,2016,5,15,6,9,9,2,7,200,33,11.5,1006,5.6,0,0.6
28112,2016,5,15,7,13,13,2,10,300,37,13.7,1006.3,4.6,0,0.8
28113,2016,5,15,8,11,15,2,13,300,41,17.1,1006.3,1.9,0,1.1
28114,2016,5,15,9,10,10,2,11,300,63,19.3,1006.3,0.3,0,1.7
28115,2016,5,15,10,14,14,2,11,300,66,20.7,1005.7,-2.4,0,3.6
28116,2016,5,15,11,15,15,2,8,200,78,21.1,1005.1,-6.6,0,2.2
28117,2016,5,15,12,3,5,2,5,200,86,21.5,1004.4,-8.1,0,3.3
28118,2016,5,15,13,5,5,2,2,200,91,22,1003.8,-7.7,0,4.4
28119,2016,5,15,14,10,12,2,2,200,94,22.7,1003.4,-6.2,0,4
28120,2016,5,15,15,5,6,2,2,200,95,22.6,1002.8,-5.4,0,3.6
28121,2016,5,15,16,3,5,2,2,100,96,23.8,1002,-6.3,0,3.4
28122,2016,5,15,17,7,7,2,2,100,97,24.4,1001.3,-6.9,0,2
28123,2016,5,15,18,5,9,2,2,100,101,23.7,1000.9,-7.4,0,2.8
28124,2016,5,15,19,19,51,2,2,100,84,22.4,1001.2,-5.5,0,0.8
28125,2016,5,15,20,3,61,2,7,200,58,17.7,1001.9,-0.1,0,1.4
28126,2016,5,15,21,7,43,2,7,200,54,15.6,1002.5,-0.2,0,1.9
28127,2016,5,15,22,11,25,2,11,200,52,14.4,1002.9,-0.9,0,1.7
28128,2016,5,15,23,7,13,2,8,200,49,12.6,1002.3,0,0,0.9
28129,2016,5,16,0,3,13,2,6,200,48,12,1001.9,0.7,0,1.6
28130,2016,5,16,1,7,13,2,7,200,43,11.8,1001.3,0.5,0,1.1
28131,2016,5,16,2,7,7,2,6,200,47,12.1,1000.9,-0.1,0,1.5
28132,2016,5,16,3,7,7,2,7,200,49,11.2,1000.6,1.1,0,0.9
28133,2016,5,16,4,8,17,2,20,300,38,10.9,1000.5,1.9,0,0.7
28134,2016,5,16,5,8,16,2,16,300,46,9.9,1000.6,3.4,0,0.5
28135,2016,5,16,6,6,43,2,15,300,39,10.5,1001,4,0,1
28136,2016,5,16,7,27,68,2,20,400,25,17,1001.3,5,0,1
28137,2016,5,16,8,25,38,2,15,400,44,20.7,1001.4,5.1,0,1.7
28138,2016,5,16,9,13,13,2,16,300,57,25.3,1000.9,-0.7,0,5.1
28139,2016,5,16,10,10,10,2,8,200,81,27.2,1000.5,0,0,4.6
28140,2016,5,16,11,15,15,2,NA,200,96,28.9,999.8,-0.3,0,4.8
28141,2016,5,16,12,4,5,2,NA,200,105,30,998.8,-1.4,0,4.5
28142,2016,5,16,13,13,13,2,5,200,110,31.4,998,-3.9,0,4.6
28143,2016,5,16,14,3,11,2,4,200,116,32,997.2,-1,0,3.9
28144,2016,5,16,15,6,21,2,5,200,120,32.5,996.2,-1.8,0,2.8
28145,2016,5,16,16,9,25,2,5,200,124,32.7,995.6,-2.9,0,3.7
28146,2016,5,16,17,4,26,2,7,200,125,32.3,995.2,0.4,0,3.4
28147,2016,5,16,18,13,43,2,10,200,130,30,994.8,2.3,0,3.2
28148,2016,5,16,19,13,73,2,19,200,127,27.9,995,3.5,0,2.9
28149,2016,5,16,20,14,90,2,20,300,98,25.4,995.6,4.5,0,0.9
28150,2016,5,16,21,20,60,2,21,300,96,22.6,996.4,5.1,0,0.8
28151,2016,5,16,22,17,50,2,20,300,81,21.1,996.8,5,0,1
28152,2016,5,16,23,20,43,2,19,300,77,19.8,997.1,5.1,0,1.2
28153,2016,5,17,0,10,43,2,19,300,74,18.8,997.7,5.3,0,0.9
28154,2016,5,17,1,17,32,2,17,300,68,17.7,998.1,5,0,1.5
28155,2016,5,17,2,16,38,2,18,300,64,16.6,998.5,4.9,0,1
28156,2016,5,17,3,13,33,2,16,100,62,15.9,998.9,4.9,0,1.5
28157,2016,5,17,4,10,28,2,15,100,63,14.9,999.2,5.1,0,1.1
28158,2016,5,17,5,12,29,2,13,100,65,13.9,999.6,5.5,0,2.2
28159,2016,5,17,6,12,36,2,14,100,61,14.6,1000.2,5.4,0,0.8
28160,2016,5,17,7,23,50,2,19,100,53,17.5,1000.6,6.7,0,1.4
28161,2016,5,17,8,25,71,2,25,100,64,21.3,1001,7.1,0,1
28162,2016,5,17,9,23,55,4,27,100,77,23.5,1001.2,6.7,0,1.3
28163,2016,5,17,10,35,76,5,29,100,94,25.4,1001,9.2,0,1.7
28164,2016,5,17,11,NA,NA,NA,NA,NA,NA,26.5,1000.7,8,0,2.5
28165,2016,5,17,12,NA,NA,NA,NA,NA,NA,28,1000.3,7.3,0,2.8
28166,2016,5,17,13,NA,NA,NA,NA,NA,NA,29.5,999.5,8.5,0,2.6
28167,2016,5,17,14,67,91,2,41,300,218,31.1,998.6,8.7,0,3.9
28168,2016,5,17,15,100,100,2,47,400,244,31.8,998.2,8.1,0,4.4
28169,2016,5,17,16,64,76,3,14,300,256,32.1,997.8,7,0,3.9
28170,2016,5,17,17,58,79,3,12,300,247,31.5,997.6,7.9,0,3.3
28171,2016,5,17,18,58,130,3,13,300,247,30.1,997.8,9.6,0,3.3
28172,2016,5,17,19,64,152,4,19,400,246,28.8,998.6,10.5,0,3.4
28173,2016,5,17,20,68,171,4,23,600,231,27.6,999.5,10.8,0,2.8
28174,2016,5,17,21,75,143,3,23,800,199,26.4,1000.6,11.3,0,2.1
28175,2016,5,17,22,66,128,2,23,700,158,25.7,1001,11.8,0,1.9
28176,2016,5,17,23,54,105,2,24,600,125,23.2,1001.2,11.9,0,1
28177,2016,5,18,0,53,76,2,25,500,101,22.3,1001.7,11.4,0,1
28178,2016,5,18,1,45,84,2,24,400,93,21.2,1001.8,10.9,0,0.9
28179,2016,5,18,2,45,84,2,21,300,87,19.1,1001.7,11.4,0,0.7
28180,2016,5,18,3,43,71,2,21,200,78,18.2,1001.8,11.5,0,0.5
28181,2016,5,18,4,42,76,2,20,200,69,17.1,1002.1,11.4,0,0.8
28182,2016,5,18,5,42,80,2,20,200,51,16.5,1002.6,11.4,0,0.5
28183,2016,5,18,6,44,80,2,21,200,54,16.9,1003.3,11.4,0,1
28184,2016,5,18,7,53,102,2,28,300,49,18.5,1003.9,12,0,1
28185,2016,5,18,8,55,112,2,30,300,64,21.4,1004.4,12.8,0,2.1
28186,2016,5,18,9,61,128,2,34,300,97,23,1004.5,12.9,0,2
28187,2016,5,18,10,71,139,2,41,300,133,24.7,1004.4,12.9,0,2.1
28188,2016,5,18,11,88,157,3,47,400,135,25.9,1004.2,12.7,0,2.4
28189,2016,5,18,12,89,147,3,42,400,180,27.8,1003.6,13.3,0,2.2
28190,2016,5,18,13,74,93,2,26,400,220,28.4,1003,12.3,0,3.1
28191,2016,5,18,14,55,83,2,17,400,214,28.3,1002.6,11.8,0,3.4
28192,2016,5,18,15,51,92,2,14,400,214,29,1002.2,11.1,0,2.9
28193,2016,5,18,16,48,93,2,15,400,221,29.3,1001.9,10.4,0,4.2
28194,2016,5,18,17,46,112,2,14,400,221,28.6,1001.9,11.2,0,4.1
28195,2016,5,18,18,49,103,2,15,400,216,27.6,1002,11.6,0,3.3
28196,2016,5,18,19,51,121,2,18,300,206,26.4,1002.5,11.3,0,2
28197,2016,5,18,20,54,99,2,19,300,182,25.7,1002.9,11.5,0,2.2
28198,2016,5,18,21,52,100,2,20,400,129,24.8,1003.6,12.1,0,1.5
28199,2016,5,18,22,54,83,2,20,400,121,24.5,1004,12.4,0,1.3
28200,2016,5,18,23,54,89,2,19,400,115,23.5,1004.2,13.1,0,1.8
28201,2016,5,19,0,52,75,2,23,400,98,22.7,1004.3,13.5,0,1.5
28202,2016,5,19,1,59,90,2,27,400,86,21.7,1004.3,13.6,0,1.6
28203,2016,5,19,2,66,99,2,27,400,93,19.3,1004.2,13.2,0,0.7
28204,2016,5,19,3,73,101,2,25,400,86,18.9,1004.2,13.1,0,0.7
28205,2016,5,19,4,73,96,2,22,400,64,17.7,1004.4,13,0,1.3
28206,2016,5,19,5,74,85,2,17,400,58,17,1004.7,13.1,0,0.6
28207,2016,5,19,6,78,95,2,19,400,53,17,1005.1,13.1,0,1.1
28208,2016,5,19,7,86,108,2,31,400,42,18.9,1005.6,13.7,0,1.1
28209,2016,5,19,8,104,125,2,33,400,90,21.7,1005.6,12.5,0,1.6
28210,2016,5,19,9,111,155,2,35,500,105,22.5,1006,12.4,0,2.4
28211,2016,5,19,10,117,154,2,35,500,221,23.9,1006,12.8,0,2.5
28212,2016,5,19,11,110,150,2,30,500,177,25.5,1005.8,13.4,0,2.4
28213,2016,5,19,12,114,130,2,37,600,189,26.5,1005,11.8,0,2.5
28214,2016,5,19,13,97,97,2,27,600,225,28,1004.4,7.3,0,4.4
28215,2016,5,19,14,65,68,2,15,600,233,28.7,1003.9,7.3,0,4.1
28216,2016,5,19,15,72,101,2,15,500,242,28.4,1003.6,9.1,0,3.8
28217,2016,5,19,16,66,92,2,14,500,234,28.4,1003.4,6.5,0,4.6
28218,2016,5,19,17,53,62,2,12,500,224,28.4,1003.4,5.9,0,4.3
28219,2016,5,19,18,58,88,2,13,500,222,27.6,1003.3,5.8,0,4
28220,2016,5,19,19,50,109,2,18,500,216,26.4,1003.7,6.9,0,2.7
28221,2016,5,19,20,57,136,2,26,500,179,25,1004.2,7.6,0,1.7
28222,2016,5,19,21,49,106,2,22,500,145,21.5,1005,8.7,0,1.2
28223,2016,5,19,22,51,84,2,20,500,141,22.4,1005.7,9.5,0,1.2
28224,2016,5,19,23,54,98,2,17,500,133,22,1006,9.8,0,0.8
28225,2016,5,20,0,60,99,2,26,400,114,21,1006.2,9.9,0,1.3
28226,2016,5,20,1,68,99,2,24,400,106,21,1006.1,9.6,0,1.7
28227,2016,5,20,2,78,91,2,26,500,107,20,1005.9,9.5,0,1.6
28228,2016,5,20,3,87,105,2,24,500,120,18.7,1006,9.5,0,0.9
28229,2016,5,20,4,93,115,2,30,600,93,16.5,1006,9.9,0,1.2
28230,2016,5,20,5,93,108,2,27,600,76,15.7,1006.3,10,0,1.2
28231,2016,5,20,6,99,108,2,28,600,66,15.9,1006.5,10,0,1.3
28232,2016,5,20,7,99,117,2,32,700,58,17.6,1007,10.5,0,1.7
28233,2016,5,20,8,104,114,2,35,700,77,20.1,1007.6,10.8,0,1.1
28234,2016,5,20,9,102,110,2,30,800,128,22,1007.8,10.5,0,1.5
28235,2016,5,20,10,95,122,2,28,800,145,23.2,1008,10.9,0,1.7
28236,2016,5,20,11,99,132,2,27,800,167,24.6,1007.9,11.2,0,2.4
28237,2016,5,20,12,101,132,2,27,900,205,25.7,1007.6,11.8,0,2.8
28238,2016,5,20,13,107,137,2,31,900,214,27,1007.1,10.7,0,2.4
28239,2016,5,20,14,102,112,2,29,900,242,27.9,1006.4,10.6,0,2.4
28240,2016,5,20,15,96,116,2,24,900,279,28.4,1005.8,10.1,0,2.4
28241,2016,5,20,16,96,106,2,24,1000,292,28.4,1005.2,9.1,0,3.2
28242,2016,5,20,17,90,105,2,23,1000,296,28.8,1004.9,8.5,0,1.9
28243,2016,5,20,18,83,115,2,22,1000,284,27.7,1004.8,8,0,2.3
28244,2016,5,20,19,60,82,2,19,900,223,26.5,1005.3,7,0,3.2
28245,2016,5,20,20,45,86,2,21,900,178,25.4,1005.9,7,0,2.8
28246,2016,5,20,21,34,121,2,18,900,142,24,1007.1,8.8,0,2.4
28247,2016,5,20,22,38,75,2,20,800,125,23.1,1007.7,10.2,0,2.5
28248,2016,5,20,23,43,79,2,19,700,111,22,1008.4,10.5,0,2.4
28249,2016,5,21,0,45,57,2,19,700,101,20.6,1008.7,10.7,0,1.3
28250,2016,5,21,1,44,75,2,23,600,89,19.5,1008.9,10.8,0,2
28251,2016,5,21,2,46,76,2,20,500,76,17.9,1009,10.3,0,1.6
28252,2016,5,21,3,61,89,2,33,500,69,17.2,1009.4,10.8,0,1.4
28253,2016,5,21,4,63,94,2,26,400,64,16.2,1009.7,10.3,0,1.9
28254,2016,5,21,5,62,69,2,15,400,67,15.5,1009.9,10,0,1.6
28255,2016,5,21,6,69,79,2,16,400,69,15.8,1010.4,10.3,0,1.5
28256,2016,5,21,7,75,91,2,22,400,66,17.6,1010.7,10.5,0,1.2
28257,2016,5,21,8,82,101,2,25,400,80,20.1,1011.2,11,0,1.1
28258,2016,5,21,9,80,99,2,22,400,126,22.4,1010.9,9.9,0,0.7
28259,2016,5,21,10,69,85,2,18,400,156,23.7,1010.9,10.4,0,0.9
28260,2016,5,21,11,71,119,2,18,400,172,25,1010.5,11.2,0,2.1
28261,2016,5,21,12,71,112,2,15,400,199,26.1,1009.9,11.1,0,2
28262,2016,5,21,13,71,76,2,14,400,223,27.1,1009.3,9,0,3.2
28263,2016,5,21,14,72,72,2,15,400,242,28.4,1008.8,7.6,0,3.1
28264,2016,5,21,15,60,68,2,16,400,244,28.9,1008.3,6.3,0,2.3
28265,2016,5,21,16,64,114,2,18,400,255,28.4,1007.7,7.6,0,1.6
28266,2016,5,21,17,72,104,2,17,500,262,28.5,1007.8,6,0,2.7
28267,2016,5,21,18,57,76,2,16,600,238,27.8,1008.3,5.4,0,2.9
28268,2016,5,21,19,48,70,2,18,600,214,26.7,1009,3.8,0,2
28269,2016,5,21,20,38,88,2,18,600,182,25,1009.5,3,0,1.2
28270,2016,5,21,21,32,56,2,12,700,159,22.6,1010.5,3.7,0,0.6
28271,2016,5,21,22,29,55,2,11,600,143,20.6,1011,5,0,0.7
28272,2016,5,21,23,32,52,2,11,600,126,19.7,1011.1,5,0,1.2
28273,2016,5,22,0,31,42,2,11,600,123,19.3,1011.2,5.4,0,1.3
28274,2016,5,22,1,36,63,2,15,600,105,18.9,1011.2,5,0,0.9
28275,2016,5,22,2,29,41,2,12,500,115,17.9,1011.4,5.8,0,1.1
28276,2016,5,22,3,32,52,2,14,500,96,17,1011,6.2,0,1.4
28277,2016,5,22,4,33,54,2,16,400,89,16.9,1010.9,6.4,0,1.5
28278,2016,5,22,5,36,45,2,18,400,79,17,1011,6.2,0,1.4
28279,2016,5,22,6,32,67,2,18,300,79,18,1010.7,6.2,0,0.4
28280,2016,5,22,7,35,73,2,23,300,73,18.2,1010.9,7,0,0.9
28281,2016,5,22,8,42,72,2,23,300,75,21,1011.1,8.3,0,1
28282,2016,5,22,9,38,41,2,16,300,123,23.9,1010.7,6.6,0,1.1
28283,2016,5,22,10,37,76,2,18,300,141,25.9,1010.3,7.5,0,1.7
28284,2016,5,22,11,41,115,2,16,300,152,26.9,1009.6,7.9,0,2
28285,2016,5,22,12,34,117,2,8,300,165,27.8,1008.7,7.1,0,2.9
28286,2016,5,22,13,34,103,2,8,300,176,28.6,1008,6,0,2.8
28287,2016,5,22,14,40,85,2,9,300,190,29.1,1006.8,7.1,0,3.6
28288,2016,5,22,15,38,86,2,11,200,214,28.9,1005.9,6.3,0,2.5
28289,2016,5,22,16,45,112,2,14,300,240,29.1,1005.3,5.2,0,3.4
28290,2016,5,22,17,46,107,2,14,300,244,28.4,1004.3,5.3,0,3.3
28291,2016,5,22,18,47,110,2,14,300,241,27.7,1004.5,4.7,0,2.8
28292,2016,5,22,19,43,76,2,17,300,204,26.3,1004.8,5.8,0,1.7
28293,2016,5,22,20,45,106,2,23,300,172,25.5,1005,6.2,0,1.4
28294,2016,5,22,21,39,77,2,16,400,143,23.9,1005.3,7.1,0,0.4
28295,2016,5,22,22,38,68,2,13,400,142,22.1,1005.4,7.1,0,1.1
28296,2016,5,22,23,41,62,2,12,300,128,21.7,1005.1,7.5,0,1.1
28297,2016,5,23,0,42,54,2,15,300,122,21.6,1004.7,7.4,0,0.4
28298,2016,5,23,1,45,92,2,19,300,108,20.4,1004.1,8.1,0,1.6
28299,2016,5,23,2,40,67,2,17,300,109,20.8,1003.5,8.1,0,1
28300,2016,5,23,3,47,87,2,19,300,97,20.5,1002.9,8.5,0,0.3
28301,2016,5,23,4,48,85,2,21,300,84,21,1002.8,9.6,0,1.8
28302,2016,5,23,5,49,86,2,30,300,81,20.5,1002.8,9.7,0,2.2
28303,2016,5,23,6,56,122,2,35,300,65,20,1002.9,9.5,0,1.3
28304,2016,5,23,7,73,161,2,50,300,42,19.9,1002.9,10.3,0,1
28305,2016,5,23,8,66,152,2,53,300,33,20.6,1002.9,10.7,0,1.3
28306,2016,5,23,9,75,107,2,67,400,34,21.5,1002.5,10.3,0,1.2
28307,2016,5,23,10,76,122,2,47,500,75,22.5,1001.8,9.6,0,1.5
28308,2016,5,23,11,76,118,2,NA,600,101,23.1,1001.1,9.8,0,1.6
28309,2016,5,23,12,81,127,2,NA,600,127,24.8,1000.2,11,0,1.7
28310,2016,5,23,13,98,154,2,NA,700,140,24.2,998.9,11.2,0,2.1
28311,2016,5,23,14,108,179,2,30,800,135,24,998.4,11,0,2.1
28312,2016,5,23,15,104,183,2,41,700,500,17.4,999,15.7,4.3,3.7
28313,2016,5,23,16,79,79,2,25,400,NA,17.7,998.6,14.8,0.4,2.5
28314,2016,5,23,17,63,63,2,22,200,NA,17,999,13.9,0.2,4.5
28315,2016,5,23,18,34,34,2,22,100,NA,15.7,999.3,11.9,0.4,3.6
28316,2016,5,23,19,26,26,2,24,100,NA,15,999.8,9.4,0.1,5.1
28317,2016,5,23,20,10,10,2,17,100,NA,14.7,999.8,10.5,0,2
28318,2016,5,23,21,9,9,2,16,100,NA,14.1,1000.1,9.7,0,1.7
28319,2016,5,23,22,NA,15,2,14,100,NA,13.8,999.8,9,0,2.2
28320,2016,5,23,23,NA,9,2,11,200,NA,12.3,999.2,9.3,0,2.1
28321,2016,5,24,0,3,5,2,11,200,NA,13,998.5,7.7,0,1.6
28322,2016,5,24,1,8,8,2,19,300,NA,13,998,8.1,0,1.4
28323,2016,5,24,2,10,10,2,14,300,NA,11.9,997.3,8.4,0,1.8
28324,2016,5,24,3,4,7,2,16,300,NA,11,996.9,8.6,0,1.2
28325,2016,5,24,4,5,8,2,16,200,NA,10.9,996.5,8.6,0,1.4
28326,2016,5,24,5,7,11,2,21,200,NA,10.4,996.4,8.7,0,0.8
28327,2016,5,24,6,7,24,2,18,200,NA,12.3,996.6,8.2,0,1.7
28328,2016,5,24,7,14,28,2,17,300,NA,15.3,996.6,9.2,0,1.7
28329,2016,5,24,8,16,78,2,16,300,NA,17.3,996.6,9.9,0,1.3
28330,2016,5,24,9,16,50,2,22,300,NA,20.3,996.2,9.8,0,1.6
28331,2016,5,24,10,36,36,4,16,200,NA,23.4,995.2,5.8,0,4.2
28332,2016,5,24,11,6,7,3,7,100,NA,25,994.3,5.2,0,5
28333,2016,5,24,12,13,32,3,8,200,NA,26.6,993.7,5.5,0,4.7
28334,2016,5,24,13,16,16,3,7,100,NA,27.7,992.7,4.7,0,6.5
28335,2016,5,24,14,10,10,3,6,100,115,29.1,991.6,3.8,0,3.8
28336,2016,5,24,15,9,9,2,4,100,119,29.2,991,3.9,0,4.3
28337,2016,5,24,16,10,10,2,4,100,122,28.5,990.3,4,0,3.5
28338,2016,5,24,17,9,31,2,5,100,120,29.1,989.6,3.1,0,2.5
28339,2016,5,24,18,17,23,2,8,100,115,27.6,989.8,4.6,0,2.5
28340,2016,5,24,19,18,70,2,13,100,96,26.1,989.9,5.6,0,1.3
28341,2016,5,24,20,20,20,2,7,100,114,24.9,991.6,5.1,0,5.1
28342,2016,5,24,21,17,110,2,4,100,119,21.9,994,7.3,0,2.8
28343,2016,5,24,22,11,58,2,3,100,115,20.1,995,7.5,0,4
28344,2016,5,24,23,5,5,2,4,100,111,19.2,994.3,7.3,0,3.7
28345,2016,5,25,0,5,5,2,3,100,113,19,994.6,7.7,0,3.3
28346,2016,5,25,1,9,9,2,2,100,111,18.1,995.2,8.6,0,2.5
28347,2016,5,25,2,7,20,2,4,100,101,18,995.5,8,0,2.4
28348,2016,5,25,3,6,12,2,5,300,84,17,995.6,8.4,0,1.8
28349,2016,5,25,4,7,13,2,8,300,64,15.1,995.7,8.6,0,1
28350,2016,5,25,5,14,22,2,22,400,52,14.4,996.5,8.8,0,0.7
28351,2016,5,25,6,15,30,2,17,400,47,15.5,997.4,8.5,0,1.1
28352,2016,5,25,7,17,37,2,22,300,42,17.6,998.2,7.6,0,1.6
28353,2016,5,25,8,14,37,2,19,400,49,19.4,998.9,6.1,0,2.2
28354,2016,5,25,9,5,7,2,14,300,65,20.8,998.9,5.6,0,4.1
28355,2016,5,25,10,9,9,2,14,300,77,21.7,998.4,5.6,0,3.1
28356,2016,5,25,11,11,14,2,11,300,89,22.7,998.3,5.6,0,3.8
28357,2016,5,25,12,13,13,2,9,300,98,24.1,998,5.9,0,3.8
28358,2016,5,25,13,7,34,2,8,300,100,25.4,997.7,5.6,0,3
28359,2016,5,25,14,3,23,2,9,300,105,26.7,997.1,6.1,0,2.6
28360,2016,5,25,15,15,24,2,8,300,107,26.2,996.6,6.2,0,2.2
28361,2016,5,25,16,11,17,2,6,300,109,26.5,996.3,5.4,0,1.8
28362,2016,5,25,17,20,20,2,7,300,112,27.4,996,6.2,0,3.2
28363,2016,5,25,18,13,46,2,7,300,113,26.3,996.6,5.8,0,2.3
28364,2016,5,25,19,8,59,2,5,200,111,23.2,997.2,6,0,1.6
28365,2016,5,25,20,9,23,2,6,200,99,23.1,997.2,5.9,0,1.1
28366,2016,5,25,21,13,15,2,7,200,94,21.2,998.4,7.4,0,1.4
28367,2016,5,25,22,14,47,2,17,300,68,20.2,998.4,7.2,0,1.2
28368,2016,5,25,23,14,40,2,22,300,52,18.2,998.3,7.6,0,1.9
28369,2016,5,26,0,8,32,2,18,200,56,17.2,998.7,7.8,0,1.7
28370,2016,5,26,1,14,31,2,25,300,53,17.5,998.9,7.8,0,1.8
